Brand,Model,Type,Gender,Size,Color,Material,Price,Initial Price,Discount (%),Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Marketing Appeal Score,Sale Quantity
Fila,Venom,Fashion,Men,US 9.5,White/Red,Leather/Synthetic,141.6601283057313,157.5370052490821,10.078188879017889,2,1,1,1,1,1,1,0,1,0,1,2,198
Reebok,Aztrek 96,Casual,Women,US 9,Purple,Synthetic,167.74630442626398,191.45211028716483,12.382107371573913,3,4,0,0,1,1,0,0,0,0,0,9,742
New Balance,574,Casual,Women,US 7.5,Burgundy,Suede/Leather,142.81903189070078,187.40538876502637,23.79139531053138,2,1,0,1,0,1,1,1,1,1,0,7,104
Converse,All Star Pro BB,Basketball,Women,US 7,Green,Leather,65.24784359471289,81.44485604045059,19.887090766902766,1,1,1,1,1,1,1,0,1,1,0,7,520
Adidas,NMD_R1,Lifestyle,Women,US 8.5,Black/Pink,Knit,63.201968828048315,76.51144225277591,17.395402612796403,1,1,1,1,1,1,0,0,1,1,0,4,412
Nike,Air Force 1,Casual,Men,US 11,White,Leather,168.22606065170328,197.6075804549037,14.8686197845055,3,4,0,1,1,1,0,0,1,0,1,5,699
Reebok,Nano 9,Training,Women,US 7,Black/White,Synthetic,55.833952729052896,77.93073318019435,28.35438542589925,1,3,0,0,1,0,0,0,0,0,1,6,258
Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,65.69116326342478,98.22749784277894,33.123448417093144,1,1,1,0,0,0,0,1,0,1,1,2,234
Reebok,Aztrek Double Mix,Casual,Women,US 8,Pink/White,Suede/Mesh,127.59735198937389,169.7495476087129,24.831992905514774,2,2,0,1,0,0,1,0,0,1,0,4,114
Skechers,Go Run Mojo 2.0,Running,Men,US 9,Black,Mesh,198.09522639070383,213.58116591681355,7.25061100759289,3,4,0,1,0,0,0,1,1,0,0,4,598
Adidas,NMD_R1,Running,Women,US 7.5,Grey/Pink,Primeknit,124.34481328046864,157.57277666264002,21.087375678675606,2,2,0,0,0,1,0,1,1,0,0,4,161
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,145.36869366356342,175.589044079158,17.21084055903329,2,1,1,0,1,0,0,0,1,0,1,7,312
Vans,Era,Skate,Men,US 8,Navy,Canvas,94.858696657009,110.62184809753698,14.249582439292974,1,2,0,0,1,0,0,1,0,0,0,7,125
Skechers,GOrun Razor Excess,Running,Men,US 9,Black/Yellow,Mesh,248.65100308459282,283.6109425057521,12.32672446002335,4,1,0,1,0,0,0,0,1,1,1,7,345
Vans,Slip-On,Skate,Women,US 7,Checkered,Canvas,191.56701944595375,212.5126361603846,9.856174716416895,3,4,1,0,0,0,0,0,0,0,0,7,227
Skechers,Go Walk 5,Walking,Men,US 9,Charcoal,Mesh,185.50845349179065,215.02182623355114,13.72575670978807,3,2,1,1,1,0,1,0,0,0,0,2,815
Skechers,Arch Fit,Walking,Women,US 7.5,Grey,Mesh,163.06605091432198,176.35694388540446,7.536359316658841,3,2,1,1,1,1,1,0,0,1,1,5,50
Vans,Era,Skate,Women,US 6.5,Black/White,Canvas,170.75909058987753,199.14245287842246,14.252793353847624,3,1,0,0,0,1,1,0,1,0,0,10,197
Reebok,Classic Nylon,Casual,Women,US 7.5,Pink,Nylon,89.38514089068568,111.64367961239849,19.937123891822093,1,1,1,1,0,0,0,1,1,1,1,2,925
New Balance,574,Casual,Men,US 8,Grey,Suede/Mesh,121.7431050834027,164.63835353081686,26.054225839536876,2,3,0,0,0,0,0,1,1,0,0,5,720
Nike,Air Max 97,Running,Women,US 7.5,Silver,Leather,130.90547711477393,143.18462619466865,8.575745459711879,2,1,1,1,0,0,1,0,1,1,1,6,885
Puma,RS-X³ Puzzle,Lifestyle,Men,US 8.5,Red,Synthetic,78.11059351567215,104.85488451240535,25.506003960711137,1,1,0,1,1,0,1,1,0,0,0,3,829
Fila,D-Formation,Fashion,Men,US 9,Black,Leather/Synthetic,109.06029551436656,137.39755247962407,20.624280748712682,2,3,1,1,1,1,1,0,0,1,0,6,711
Vans,Sk8-Hi,Skate,Women,US 9,Red/White,Suede/Canvas,213.42562840311703,252.4258714550818,15.450176650733956,4,1,0,1,1,0,1,1,1,1,0,5,178
New Balance,FuelCell Rebel V2,Running,Men,US 11,Black/Yellow,Mesh,80.31901496001987,113.2905179636283,29.103497447327292,1,1,0,1,0,1,0,1,1,0,0,4,687
New Balance,327,Casual,Women,US 7,Green/White,Suede/Nylon,238.80841876507958,275.4969122528468,13.317206783825982,4,3,1,1,1,0,1,0,1,1,0,10,562
Nike,Air Force 1,Casual,Men,US 11,White,Leather,70.12749570470666,111.20946713077691,36.94107389055274,1,4,1,0,1,1,0,1,0,1,1,9,948
Nike,React Infinity Run Flyknit 2,Running,Men,US 9.5,Blue,Flyknit,189.1798236337605,233.66794258008804,19.0390339620847,3,4,0,0,0,1,0,1,1,0,1,8,678
Asics,Gel-Quantum 90,Running,Women,US 7,Black,Mesh,58.747814461789474,81.3028343306883,27.741984710101654,1,1,1,1,0,1,0,1,0,1,0,7,551
Asics,Gel-Cumulus 23,Running,Men,US 10,Blue/Black,Mesh,121.42423186010056,152.94514007465668,20.609290494075132,2,1,0,0,0,0,1,0,0,1,1,1,198
Vans,Era,Skate,Men,US 8,Grey,Canvas,178.12303670977747,221.72735984734547,19.665738665534395,3,3,1,1,0,0,1,1,0,0,1,9,318
Adidas,NMD_R1,Lifestyle,Women,US 7,Pink,Primeknit,242.55367005064122,292.13171528924346,16.97112728397681,4,3,1,0,0,1,1,1,0,0,1,9,750
Converse,Jack Purcell,Casual,Men,US 9.5,White,Canvas,126.1035419739789,171.68431441572943,26.549176957061892,2,4,0,0,0,0,0,1,0,1,1,6,702
Asics,Gel-Quantum 90,Running,Men,US 10,Grey,Mesh,166.01776693389093,190.876457438866,13.023445027492103,3,2,1,1,1,0,0,1,0,1,0,7,154
Nike,Free RN 5.0,Running,Men,US 10,Grey,Mesh,211.2807234465679,229.0873841353139,7.772868312219339,4,1,1,0,1,1,1,1,0,1,1,3,515
Skechers,Summits,Walking,Women,US 9,Black/Grey,Mesh,123.55719755123059,153.13289904749413,19.313747522725766,2,2,0,1,1,0,0,1,1,1,1,5,813
Reebok,Aztrek 96,Casual,Men,US 11,Grey,Synthetic,108.66172215611294,148.32738022955465,26.74196632614577,2,2,0,0,1,1,1,1,1,1,0,7,978
Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh,64.35516124530261,94.05792407543451,31.579224315338138,1,3,1,1,1,0,0,1,1,0,0,1,951
New Balance,327,Lifestyle,Men,US 10,Beige,Suede/Mesh,72.14411866526314,101.47135319780988,28.901984262864577,1,1,0,0,1,0,0,1,0,1,0,1,330
Reebok,Nano 9,Training,Men,US 9.5,Black/White,Mesh,65.88131692860591,109.41053377187794,39.78521568501885,1,1,1,1,0,1,0,0,0,0,0,5,456
Asics,Gel-Quantum 90 3,Running,Women,US 7.5,Black,Mesh,174.18571349568623,198.6418646583737,12.311680221461573,3,3,1,0,0,1,0,1,1,0,0,9,905
Fila,Original Fitness,Fashion,Women,US 7.5,White/Navy,Leather/Synthetic,241.0121022969978,285.4038892894636,15.55402314347671,4,2,0,1,0,1,0,1,0,0,0,7,662
Vans,SK8-Hi,Skate,Women,US 7.5,Pink,Suede/Canvas,227.73181605307974,254.00400809114868,10.343219477324638,4,3,0,0,1,1,0,1,0,0,0,1,843
New Balance,Fresh Foam More v3,Running,Women,US 7.5,Grey,Mesh,224.739718693269,247.86904292040256,9.331267815707433,4,4,0,1,1,0,0,1,0,1,0,5,949
Nike,Air Max 2090,Running,Men,US 9,Grey,Synthetic,104.94630510390391,133.10590155189186,21.15578356757519,2,1,0,0,0,0,1,1,0,1,1,8,407
New Balance,327,Lifestyle,Men,US 9,Green,Suede/Mesh,53.3895329779162,93.88741132491094,43.13451374950151,1,4,0,1,0,0,0,0,0,1,0,8,724
New Balance,574,Casual,Women,US 7.5,Burgundy,Suede/Leather,142.81903189070078,157.85911300526055,9.527534285625036,2,3,0,0,0,1,0,0,0,0,1,2,252
Adidas,Superstar,Casual,Men,US 10,Black/White,Leather,121.71569230497464,139.57246093985532,12.79390541274151,2,1,1,1,0,0,1,0,0,0,0,7,661
Skechers,Go Walk 5,Walking,Women,US 6.5,Black,Mesh,137.39917713312417,185.45697015964785,25.913177048645757,2,4,1,1,0,0,1,0,0,1,0,10,330
Converse,Chuck 70,Casual,Women,US 7.5,Pink,Canvas,207.2556398768066,224.2753049720609,7.58873791181535,4,4,0,1,1,0,1,1,0,0,1,5,965
Asics,Gel-Kayano Lite,Running,Men,US 9.5,Black,Mesh,174.25848980992203,206.9675825271642,15.803969065034213,3,2,1,1,1,1,1,1,0,1,0,9,306
Skechers,Elite Flex Wasick,Training,Women,US 7.5,Grey,Knit,77.8393402691391,111.01191893561662,29.8819973427507,1,1,1,0,1,1,0,1,0,0,0,3,143
Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,125.46361079263858,155.04858927464838,19.0811013633951,2,4,1,0,0,0,0,0,0,0,1,1,373
Asics,Gel-Quantum 360 6,Running,Men,US 9.5,Blue,Mesh,164.34919662874972,200.13900657182245,17.88247606307024,3,4,1,0,1,0,1,0,1,0,1,4,840
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,170.13021330967118,189.32328234157592,10.137722521246342,3,2,0,1,0,1,0,0,0,0,1,7,788
Reebok,Nano 9,Crossfit,Men,US 10.5,Black,Mesh,60.39131551085369,92.49780622192361,34.71054290091922,1,4,1,1,1,1,1,0,0,0,1,1,411
Asics,Gel-Lyte III,Lifestyle,Women,US 9,Black/Grey,Leather/Suede,139.8699484079284,164.7568786178043,15.105245024462672,2,4,1,1,0,1,0,1,1,0,1,2,711
Fila,Venom 94,Fashion,Women,US 7.5,White,Leather,116.80999313375384,153.2766835189214,23.791414028517845,2,4,0,1,0,1,0,1,1,0,1,5,400
Puma,Suede Classic,Casual,Men,US 9.5,Black/White,Suede,190.77141832686624,206.42036006179222,7.581103787553442,3,2,0,1,1,0,0,0,1,1,0,9,111
Puma,Future Rider,Lifestyle,Women,US 7.5,Pink,Mesh,119.46866525176854,152.3037619253476,21.558953146326967,2,4,0,0,1,1,0,1,0,1,0,1,690
Nike,React Infinity Run 2,Running,Women,US 7.5,Grey,Mesh,180.85851046499238,198.26932468032533,8.781395832867664,3,4,0,0,1,0,0,0,0,0,0,4,236
Reebok,Floatride Energy,Running,Men,US 10.5,Grey,Mesh,221.66833535982417,242.81405788442564,8.708607198791753,4,1,1,0,1,1,1,0,1,0,0,3,629
Nike,React Infinity Run Flyknit,Running,Women,US 8,Blue,Flyknit,98.39542606340908,117.1438180763524,16.00459360196322,1,1,0,1,1,0,0,0,1,1,0,5,964
Nike,Blazer Mid '77,Casual,Men,US 12,White,Leather,212.1757162015837,229.4892273963364,7.544367720952591,4,2,1,1,0,0,0,0,1,0,1,5,591
New Balance,FuelCell Rebel v2,Running,Women,US 9,White/Green,Mesh,174.97481992139979,218.00325798382647,19.737520650089984,3,3,1,1,1,1,0,1,0,1,1,10,946
Asics,Gel-Venture 8,Trail Running,Women,US 8,Grey,Mesh,225.1766167034114,246.604919409847,8.689324916030026,4,1,0,1,1,0,0,1,0,1,0,2,353
Converse,Chuck 70,Casual,Women,US 7,Egret,Canvas,134.4068520255278,181.49180330010577,25.943293536359135,2,2,0,1,0,0,0,0,1,1,1,5,836
New Balance,327,Casual,Women,US 7.5,Orange,Suede/Mesh,180.19469343019082,228.99175444399845,21.309527555823536,3,4,0,1,1,0,1,0,0,1,0,9,688
Nike,Air Force 1,Casual,Men,US 11,White,Leather,168.22606065170328,201.07647944918716,16.337275691056306,3,4,0,1,0,1,0,1,0,1,1,5,485
Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,129.5673251004314,145.28737000706045,10.819966598517901,2,2,0,0,1,1,1,1,1,0,0,10,262
Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,151.77811111821117,176.76004085339443,14.133245056162542,3,4,0,0,1,1,0,0,1,0,0,2,455
Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,182.48680234021361,224.39609287414217,18.676479611182163,3,4,1,1,0,0,0,0,1,1,0,7,867
Nike,React Infinity Run,Running,Men,US 11,Black,Mesh/Synthetic,180.32795209545532,205.02358124333813,12.045262792757528,3,3,1,1,1,0,1,0,0,0,1,6,183
Vans,SK8-Hi,Skate,Women,US 6.5,Black/White,Canvas/Leather,100.8783161683694,114.35900490048094,11.788043052528216,1,4,1,1,1,0,0,0,0,1,1,7,966
Converse,Jack Purcell,Casual,Men,US 11,White,Canvas,221.51246753225675,253.78386396938427,12.716094684814417,4,1,1,0,1,0,0,0,0,0,0,8,964
Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Blue/Pink,Mesh,150.08022914204025,193.88506320188165,22.593196885017324,2,4,0,0,1,1,1,1,0,0,1,10,268
Converse,Chuck 70,Casual,Men,US 9,White,Canvas,173.0596050139604,214.8966604997005,19.46845306411748,3,2,0,1,0,0,0,1,0,0,0,5,470
Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,217.0960451484389,234.10097075365303,7.263927847231614,4,3,1,0,0,0,1,0,1,0,0,2,368
Converse,Chuck 70,Skate,Women,US 6.5,White,Canvas,178.96652080446276,215.87710538096144,17.097961597809107,3,4,1,0,1,0,1,0,0,0,1,7,206
Adidas,NMD_R1,Lifestyle,Women,US 8,Black/Grey,Primeknit,197.71949162646615,216.53966216389205,8.691327191219825,3,2,1,0,1,1,1,0,0,0,0,7,237
Asics,GT-2000 10,Running,Women,US 9,Black,Mesh,52.52150399515181,71.2498053772387,26.285407072943094,1,1,0,1,0,0,0,0,1,0,0,8,525
Puma,Calibrate Runner,Running,Men,US 9.5,Black/Yellow,Mesh,233.68528642908174,278.6481573612891,16.136073304051855,4,4,0,0,0,1,0,1,1,0,0,7,211
Reebok,Zig Kinetica II,Running,Men,US 10,White,Mesh,246.2355673524589,266.2223254620681,7.507543957825193,4,3,0,0,1,1,1,1,1,1,1,10,178
Skechers,Max Cushioning,Running,Women,US 8,Navy,Mesh,70.3784776132027,90.90837147392315,22.583061964331193,1,4,1,1,0,0,0,0,1,1,0,7,353
Asics,GT-2000 10,Running,Women,US 7,Blue,Mesh,116.04301297429951,126.06914860475149,7.952885968862722,2,2,1,1,0,0,1,1,0,0,0,9,138
Vans,SK8-Hi,Skate,Men,US 8,Red/White,Suede/Canvas,117.12209085396854,161.94885221898926,27.679579540585696,2,3,0,0,0,0,0,0,0,0,0,8,944
Nike,React Infinity Run Flyknit 2,Running,Women,US 9,Purple,Flyknit,63.28876887115498,104.99256139952037,39.72071161277137,1,4,0,1,0,0,1,0,1,0,0,2,966
Vans,Era,Skate,Men,US 9.5,Red,Canvas,101.98099584856658,137.0741532521937,25.60158612766444,2,1,1,0,1,1,0,1,0,1,1,2,211
Skechers,Max Cushioning,Walking,Men,US 11,Grey,Mesh,246.19747563253702,286.2081061900907,13.979558821782575,4,3,1,0,0,1,1,0,1,0,0,7,971
Puma,RS-Fast Tech,Lifestyle,Men,US 9.5,Black/Red,Synthetic,226.3855516609288,242.46749435790846,6.632618009093197,4,1,0,1,1,1,0,1,0,0,0,10,85
Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,200.85299466940455,229.18593845290758,12.362426759146391,3,2,1,1,1,1,1,0,0,1,1,10,276
New Balance,FuelCell Rebel v2,Running,Women,US 8.5,Black/Pink,Mesh,238.74031856404417,262.7890940579954,9.151359792976738,4,4,0,0,0,1,0,0,0,1,1,3,200
Puma,Calibrate Runner,Running,Men,US 10,Black/Grey,Mesh/Synthetic,87.48238881951644,101.2334498697971,13.583515199735647,1,1,0,1,1,1,1,0,1,1,1,1,642
Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Black,Mesh,185.42412794700186,214.86934735559882,13.703778491897442,3,2,1,1,1,1,0,0,1,0,1,9,96
Nike,Air Force 1 '07,Casual,Men,US 11,White,Leather,110.58618112808585,157.41576714179126,29.748980590695183,2,4,1,0,0,1,0,1,0,1,1,3,765
Vans,Era,Skate,Men,US 10.5,Black/White,Canvas,123.96265119743532,135.5650159594631,8.55852424750729,2,2,1,0,0,1,1,0,0,0,1,1,989
Asics,GT-2000 10,Running,Women,US 7,Blue,Mesh,116.04301297429951,137.70144951405126,15.728546515802428,2,1,0,0,0,1,0,1,1,1,0,6,709
Fila,Trail Blazer,Hiking,Women,US 9.5,Green,Suede/Leather,122.01009318019567,140.31173062842382,13.04355478067254,2,2,1,0,1,0,0,1,1,0,0,4,280
Asics,Gel-Quantum 360,Running,Women,US 7.5,Grey,Mesh,210.887441535901,230.41330768252885,8.474278826608076,4,3,1,0,1,0,0,0,0,0,1,1,588
Vans,Sk8-Hi,Skate,Women,US 9,Purple,Suede/Canvas,176.18435804583268,222.5217401210077,20.823755040732948,3,4,0,0,1,0,0,1,0,0,0,4,750
Asics,Gel-Kayano 27,Running,Men,US 10,Black,Mesh,82.53994876171318,111.26271093108478,25.815263648539222,1,2,0,1,1,1,1,0,1,1,1,8,214
Puma,Calibrate Runner,Running,Men,US 10.5,Black/Yellow,Mesh,231.22865095315328,259.88062747074605,11.025052846933747,4,1,1,1,0,0,0,1,0,0,0,7,773
Reebok,Classic Nylon,Casual,Women,US 8.5,Purple,Nylon,141.5399210318588,181.9629467300701,22.2149764139488,2,4,0,0,1,1,0,1,1,0,1,1,869
Vans,Era,Skate,Women,US 7.5,Black/White,Canvas,135.49793758412304,151.67762574432007,10.667155475831885,2,3,0,1,0,1,1,0,1,0,1,10,636
Puma,Future Rider,Lifestyle,Men,US 10,Blue/Red,Synthetic/Mesh,231.22220042649943,260.71281459050147,11.31153227367155,4,4,0,1,0,0,0,0,0,1,0,9,653
New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Green,Mesh,99.36477384038045,126.56418240522284,21.490605041604542,1,3,1,0,0,1,1,1,0,0,1,6,623
Reebok,Nano 9,Training,Men,US 10,Black,Flexweave,131.5168417147634,165.39326933662963,20.482349588795287,2,4,1,1,0,0,0,0,0,0,0,2,115
Puma,RS-X3 Puzzle,Lifestyle,Men,US 8.5,Black/Yellow,Synthetic,169.79570163544213,219.77800976545967,22.742178884665087,3,2,0,1,1,1,1,0,1,0,1,3,969
Fila,Original Fitness,Casual,Men,US 10,White,Leather,157.81891054720174,198.59686631048362,20.5330308180846,3,2,0,0,0,1,0,1,1,0,1,7,129
Skechers,Go Run Mojo,Running,Men,US 8,Black,Mesh,110.83974392725617,136.75437204795327,18.949762068016422,2,1,0,1,1,0,1,1,1,1,0,3,189
Fila,Mindblower,Fashion,Women,US 7.5,White/Pink,Leather/Synthetic,59.129749100476744,102.23187119143861,42.161139758705154,1,3,1,1,0,0,1,0,0,0,1,3,449
Vans,Sk8-Hi,Skate,Women,US 7.5,Black/White,Canvas/Suede,245.36006570213186,262.18840023463105,6.41841306382723,4,1,0,0,0,0,1,1,0,1,0,5,981
Converse,Chuck 70,Casual,Men,US 7,Red,Canvas,159.77173301547117,170.99028046782956,6.560926984659267,3,2,0,1,0,0,0,0,1,1,0,3,179
Fila,V94M Low,Fashion,Women,US 7,White/Pink,Leather,109.96010551304718,128.1380404116181,14.186212650184055,2,3,1,1,1,0,1,0,1,0,0,3,815
Adidas,Yeezy Boost 350 V2,Fashion,Women,US 8.5,Cream White,Primeknit/Synthetic,147.77956635849029,171.39602860306067,13.778885331855733,2,1,0,1,0,0,0,1,0,1,0,5,495
New Balance,Fresh Foam More v3,Running,Women,US 8,Black,Mesh/Synthetic,160.5001934815778,190.92342377996022,15.934781440670823,3,1,1,0,0,1,1,0,1,1,0,5,881
Vans,Sk8-Hi,Skate,Men,US 8.5,Black/White,Suede/Canvas,231.57975875592388,266.18492437757186,13.000422808529175,4,1,1,0,0,1,1,1,0,1,1,9,78
Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,228.5116454972949,274.93587418587174,16.885475140720093,4,1,1,1,0,1,1,0,0,0,1,1,251
Converse,Jack Purcell Low,Casual,Women,US 7.5,Pink,Canvas,113.38931755822387,143.78347794024216,21.13884071899444,2,1,0,1,1,1,0,0,1,1,0,1,286
Asics,Gel-Kayano Lite,Running,Men,US 9,Grey,Mesh,126.87100770482698,156.92203348985615,19.150290827050583,2,3,0,0,1,0,0,0,1,1,1,9,648
Vans,Era,Skate,Men,US 9.5,Red,Canvas,181.3560209448588,193.3657413377781,6.210883225659032,3,1,1,0,0,1,1,1,1,0,0,5,657
Adidas,Superstar,Casual,Women,US 7.5,Black/White,Leather,245.82098760303091,257.2174497092799,4.430672226604311,4,3,0,1,0,1,1,1,1,0,1,4,848
Nike,React Infinity Run,Running,Men,US 11,Black,Mesh/Synthetic,180.32795209545532,212.3743505721102,15.089580446191286,3,1,1,0,1,0,1,0,1,1,0,2,388
Nike,Air Max 95,Running,Men,US 11,Grey,Synthetic,101.86697946341889,129.39412399335265,21.273875258313826,1,2,0,1,1,1,1,1,0,1,1,9,448
Adidas,Ultraboost DNA,Running,Men,US 8.5,White,Primeknit,184.80398381175854,228.37119961097048,19.077368719623372,3,2,1,1,1,0,1,1,1,1,0,6,488
Puma,Clyde All-Pro,Basketball,Men,US 11,Red/White,Leather,176.91648351006074,193.34366689853454,8.496364867795059,3,1,1,0,0,0,1,0,0,0,1,9,338
Adidas,NMD_R1,Lifestyle,Women,US 7.5,Black/Pink,Primeknit,53.51047267332578,64.50933915800776,17.05003744921584,1,4,0,0,1,0,1,1,1,1,0,5,301
Nike,Air Force 1,Casual,Men,US 9.5,White,Leather,93.81376182037155,121.77531253757658,22.961592242743656,1,2,0,1,0,1,1,1,1,0,0,4,741
Asics,Gel-Cumulus 23,Running,Women,US 7.5,White/Black,Mesh,243.40705505122924,262.90619732131955,7.416767831554306,4,3,0,1,1,0,0,1,1,1,1,7,149
New Balance,FuelCell Propel v2,Running,Men,US 9,Blue/Green,Mesh,59.62856719567069,71.61314212922419,16.735161420410265,1,1,0,0,1,1,1,0,1,1,0,5,965
Fila,D-Formation,Casual,Women,US 8.5,White,Leather,55.43348424511196,94.41741571901713,41.288920245307246,1,3,1,1,0,1,0,0,1,0,0,8,634
New Balance,327,Casual,Women,US 7.5,Orange,Suede/Mesh,180.19469343019082,194.6584134284807,7.430308170884168,3,4,1,0,1,1,1,1,1,1,1,8,471
Reebok,Classic Nylon,Casual,Women,US 7.5,Black,Nylon,113.35233541350533,147.6851154138162,23.247285214972297,2,1,0,0,0,0,0,0,0,0,1,2,692
Puma,Calibrate Runner,Running,Men,US 8.5,Black,Mesh,51.56831815438336,72.81030816105893,29.174426730467268,1,2,0,0,1,0,0,1,1,1,0,5,743
Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,149.25175057647232,166.1915925906732,10.192959673912863,2,3,1,0,0,0,1,0,1,0,0,10,755
Asics,Gel-Quantum 360 6,Running,Women,US 6,Pink,Mesh/Synthetic,174.1320959649168,199.3221568816895,12.637862900372191,3,2,0,0,1,1,0,1,1,0,0,8,67
Nike,Blazer Mid '77,Casual,Men,US 9.5,White/Red/Navy,Leather,110.95021907722666,153.0080501261448,27.487332211765526,2,2,0,1,1,1,0,0,1,1,0,3,520
Puma,Calibrate Runner,Running,Women,US 9,Blue/White,Mesh,86.32279355132053,112.00653662750344,22.930575169553283,1,1,0,0,0,0,1,1,0,0,1,7,687
Puma,Calibrate Runner,Running,Men,US 8.5,Black/Blue,Mesh,109.98382230139694,150.0146082698392,26.684591874170522,2,3,0,0,0,1,1,0,0,1,0,3,772
Skechers,Max Cushioning,Walking,Men,US 11,Grey,Mesh,246.19747563253702,261.216927504503,5.749800372989642,4,4,1,0,0,0,1,1,0,0,0,6,56
Asics,Gel-Kayano Lite,Running,Women,US 7.5,Black,Mesh,216.72999238751711,257.64084917412026,15.879025751446171,4,2,1,0,0,0,0,0,0,0,1,2,468
Vans,Era,Skate,Men,US 9.5,Red,Canvas,172.51469366896384,191.9920266652298,10.144865562687107,3,1,0,0,1,1,1,0,0,0,1,6,429
Vans,Era,Skate,Women,US 7.5,Pink,Canvas,60.045202292794755,97.14092748834966,38.18753449724256,1,1,1,0,1,1,0,0,0,1,0,6,557
New Balance,997H,Casual,Men,US 9.5,Black/Grey,Suede/Mesh,231.9886287708784,264.6198909645183,12.331371642056668,4,4,0,0,1,0,1,1,1,0,1,8,163
Puma,Calibrate,Running,Men,US 8.5,Grey,Mesh,210.51713591596257,257.68292460443007,18.30380835706202,4,1,0,1,1,1,1,1,1,0,1,5,901
Nike,Air Zoom Pegasus 38,Running,Men,US 12,Blue,Mesh,176.26151061839775,201.75441133741032,12.63561007168201,3,2,0,1,1,0,0,1,0,0,1,1,560
Fila,Mindblower,Fashion,Men,US 10,White/Black,Leather/Synthetic,206.264371149461,218.9109787028386,5.7770549601099646,4,1,1,1,1,0,0,0,1,1,0,8,645
Nike,React Infinity Run Flyknit 2,Running,Men,US 9,Black,Flyknit,118.63347063453165,129.39969005658176,8.320127673677147,2,3,1,1,0,1,0,1,1,1,0,9,900
Reebok,Zig Kinetica II,Running,Men,US 11,White,Mesh,171.70545453929333,214.77979697820345,20.055118332792468,3,3,1,0,1,0,1,0,1,0,0,1,922
New Balance,574,Casual,Men,US 12,Burgundy,Suede/Mesh,141.93297408053223,172.9223995869895,17.921001316470793,2,2,1,1,1,1,1,0,1,0,1,5,663
New Balance,FuelCell Rebel V2,Running,Women,US 7.5,Pink,Mesh,52.863055533411995,93.87281760680997,43.68651449791248,1,3,1,0,0,0,1,0,1,1,0,6,518
Reebok,Legacy Lifter,Weightlifting,Men,US 9,White/Black,Synthetic,185.92406654702157,205.30109054748215,9.438344408589028,3,4,0,1,1,1,0,1,0,0,0,4,142
Nike,Air Force 1,Casual,Women,US 8,White,Leather,162.81480576670356,186.6181555872329,12.755109354514381,3,1,0,1,1,1,0,0,0,0,0,2,541
Fila,Trailblazer,Fashion,Women,US 8,White/Pink,Leather,90.403133680498,101.60728856895076,11.026920456448964,1,2,1,0,1,0,0,1,0,0,1,5,877
Asics,Gel-Kayano 27,Running,Men,US 10,Black,Mesh,82.53994876171318,130.99964174467766,36.99223321344185,1,4,1,0,0,1,0,1,0,0,0,4,151
New Balance,Fresh Foam More v3,Running,Men,US 10,Black/Grey,Mesh,231.43900614116598,268.1537224091985,13.691667577154284,4,1,1,1,0,1,1,0,0,0,0,7,542
Nike,Air Force 1,Casual,Men,US 11,White,Leather,183.56093664528132,230.88914015565356,20.498237153322158,3,4,0,1,1,0,0,1,0,0,0,6,812
Fila,Trigate,Fashion,Women,US 9,Black,Leather/Synthetic,219.68507581810493,240.30493211526783,8.580704572169209,4,2,1,1,0,1,0,0,1,1,0,3,585
New Balance,574,Casual,Men,US 12,Burgundy,Suede/Mesh,141.93297408053223,176.39151852955865,19.535261522935446,2,2,0,1,1,0,1,0,0,0,1,9,534
Converse,Chuck 70,Skate,Women,US 6.5,White,Canvas,178.96652080446276,216.10651953616826,17.185968665554135,3,4,0,0,1,1,1,1,1,0,0,4,528
Asics,Gel-Quantum 90,Running,Women,US 8,Black/Pink,Mesh,119.4554078061015,142.15739581640503,15.969614440336915,2,1,1,1,1,0,0,0,1,1,0,5,926
Reebok,Nano 9,Training,Men,US 11,Black/Gum,Flexweave/Cushioning,112.66958351702863,156.59395291765384,28.049850318117446,2,3,0,1,0,0,0,0,0,1,1,3,216
Vans,SK8-Hi,Skate,Men,US 9.5,Red,Suede/Canvas,59.99580573193575,107.88226424794566,44.387702510537345,1,3,0,1,1,0,0,0,0,1,1,8,189
